Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Adara Addlepate	Birthright	116	Regent	4	BR	VR	"Can use blood abilities and can cast wizard spells. Adara can instantly defeat any champion with the ""# of 25"" (chase cards), but must then be discarded herself. "	"Pode usar habilidades de sangue e pode lancar magias mago. Adara pode instantaneamente derrotar qualquer campeao com o ""# de 25"" (cartoes Chase), mas deve entao ser descartada a si mesma."
Blood of Azrai, The	Birthright	117	Event		BR	VR	Adds 5 levels to any monster and makes it an awnshegh, who can now use blood abilities. The event lasts until negated or the champion is discarded. (Helpful) 	Adiciona 5 niveis para qualquer monstro e torna-o um awnshegh, que agora podem usar habilidades de sangue. O evento dura ate negada ou o campeao e descartado. (Útil)
Taxation	Birthright	118	Rule		BR	VR	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. Instead of drawing three cards at the beginning of a turn, each player draws one card and a card for each unrazed Birthright realm in his formation. A minimum of one card is drawn; nothing can reduce the draw below one. 	Jogado no inicio do turno do jogador, este cartao nao e descartada. Ela afeta todos os jogadores e permanece em vigor ate que qualquer outro cartao regra e jogado. Em vez de desenhar três cartoes no inicio de um turno, cada jogador compra um cartao e um cartao para cada reino Birthright unrazed na sua formacao. Um minimo de um cartao e desenhada; nada pode reduzir o sorteio abaixo de um.
Diplomacy	Birthright	119	Event		AD&D	VR	Playable only when first being attacked, the event player requests that the attacker attack someone else's realm instead. If he chooses to ignore the event, he must discard two cards from his hand to continue his initial attack. (Harmful) 	Jogavel apenas quando primeiro ser atacados, os pedidos jogador evento que o atacante ataque alguem do reino em seu lugar. Se ele optar por ignorar o evento, ele deve descartar duas cartas de sua mao para continuar o seu ataque inicial. (Prejudicial)
Blood Challenge!	Birthright	120	Event		AD&D	VR	Play at any time to make an attack directly against a champion in any pool. Combat lasts for one round, and the loser is discarded. The winner receives a spoils of victory, even though no realm was razed. (Harmful) 	Jogar a qualquer momento para fazer um ataque diretamente contra um campeao em qualquer piscina. Combate tem a duracao de uma rodada, eo perdedor e descartado. O vencedor recebe um despojos da vitoria, mesmo que nenhum reino foi arrasada. (Prejudicial)
Festival	Birthright	121	 Event		AD&D	VR	No combat can occur until the start of this player's next turn. Each player draws a card when this event is played. (Harmful) 	No combate pode ocorrer ate o inicio do proximo turno deste jogador. Cada jogador compra um cartao quando este evento e jogado. (Prejudicial)
Child's Play	Birthright	122	Event		AD&D	VR	Subtract the age of the youngest player from the age of the oldest player in the game. That number is counted as a bonus to your side in this round of combat. (Helpful) 	Subtrair a idade do jogador mais jovem da idade do jogador mais velho no jogo. Esse número e contado como um bonus para o seu lado nesta rodada de combate. (Útil)
Fates, The	Birthright	123	Event		AD&D	VR	Each player draws and discards a card, noting its last digit. If it's even, lose that many cards from your hand, pool, or formation. If it's odd, draw that many cards. (Harmful) 	Cada jogador empates e descarta um card, observando o último digito. Se for mesmo, perder que muitas de suas cartas, piscina, ou formacao. Se e estranho, desenhe que muitos cartoes. (Prejudicial)
War Declared!	Birthright	124	Event		AD&D	VR	Until the end of this player's next turn, all players must attack on their turn if they have champions in their pools. All champions and allies can fly, swim, or earthwalk as needed. (Harmful) 	Ate o final do proximo turno deste jogador, todos os jogadores devem atacar por sua vez, se eles têm campeoes em suas piscinas. Todos os campeoes e aliados podem voar, nadar, ou EarthWalk conforme necessario. (Prejudicial)
Mebhaigl Surge	Birthright	125	Event		AD&D	VR	All players may return their defensive spells from their discard piles to their hand. (Helpful) 	Todos os jogadores podem retornar suas magias defensivas de suas pilhas de descarte a sua mao. (Útil)
Rauglothgor's Lair	Dracnomicon	001	Realm		FR	C	Any nondragon champions attacking this realm are at half their base level (rounded down). Undead defending this dragon's lair are immune to harmful events. 	Quaisquer campeoes nondragon atacar este reino estao na metade do seu nivel base (arredondado para baixo). Mortos-vivos defender covil deste dragao sao imunes a eventos danosos.
Dragon Mountain	Dracnomicon	002	Realm		AD&D	C	Can only be attacked by flyers or earthwalkers. Infryana the Dragon's base level is doubled when defending this realm. 	so pode ser atacado por panfletos ou Earthwalkers. nivel basico Infryana do Dragao e dobrada ao defender este reino.
Lair of the Shadowdrake	Dracnomicon	003	Realm		AD&D	R	If Menzoberranzan is in play when this realm is played, Menzo is discarded. While this realm is in play, the Underdark allies gained by the Triumvirate realms are negated. 	Se Menzoberranzan esta em jogo quando este reino e jogado, Menzo e descartado. Enquanto este reino esta em jogo, os aliados do Subterraneo conquistados pelos reinos Triumvirate sao negados.
Dragonspine Mountains	Dracnomicon	004	Realm	6	FR	R	Dragons defending this realm are immune to offensive spells, psionics, and blood abilities. This realm can defend itself as a level 6 dragon champion. Coast. 	Dragons defendendo este reino sao imunes a magias ofensivas, psiquismo e habilidades de sangue. Este reino pode se defender como um campeao dragao nivel 6. Costa.
Griff Mountains	Dracnomicon	005	Realm		GH	C	Defending dragons and giants are doubled in base level and are immune to offensive magical items. Attacking champions and allies that are not flyers lose their special powers. Coast. 	Defendendo dragoes e gigantes sao dobrados em nivel de base e sao imunes a itens magicos ofensivos. campeoes atacando e aliados que nao sao folhetos perder seus poderes especiais. Costa.
Vesve Forest	Dracnomicon	006	Realm		GH	C	Swimmers cannot attack this realm. For each magical item and artifact attached to an attacking champion, subtract 2 levels from his total. The champion's level cannot drop below 1. Coast. 	Nadadores nao podem atacar este reino. Para cada item magico e artefato anexado a um campeao de ataque, subtrair 2 niveis de seu total. nivel do campeao nao pode cair abaixo de 1. Coast.
Mount Nevermind	Dracnomicon	007	Realm		DL	UC	Champions cannot use other cards (even events) or special powers when attacking or defending this realm. Instead, each champion draws one card and adds the last digit to the champion's level. The champion with the highest total wins the battle. Coast. 	Campeoes nao pode utilizar outros cartoes (mesmo eventos) ou poderes especiais quando atacar ou defender este reino. Em vez disso, cada campeao desenha um cartao e acrescenta o último digito para o nivel do campeao. O campeao com o maior total ganha a batalha. Costa.
Palanthas	Dracnomicon	008	Realm		DL	C	Dragons and wizards cannot attack this realm. Defending dragons and wizards are immune to offensive spells and harmful events. Coast. 	Dragoes e magos nao pode atacar este reino. Defendendo dragoes e magos sao imunes a magias ofensivas e eventos prejudiciais. Costa.
Mount Deismaar	Dracnomicon	009	Realm		BR	R	This player's champions are immune to offensive blood abilities. Any champion defending this realm can use wizard spells and blood abilities. 	campeoes deste jogador sao imunes a capacidade do sangue ofensivos. Qualquer campeao neste reino pode usar magias mago e habilidades de sangue.
Dragon's Hoard	Dracnomicon	010	Holding		AD&D	R	Dragons attacking this player's formation can attack only the attached realm; else they cannot attack. 	Dragons atacando formacao deste jogador pode atacar apenas o reino em anexo; entao eles nao podem atacar.
Dark Depths	Dracnomicon	011	Holding		AD&D	UC	A realm with this holding is immune to the special powers of Underdark realms. 	Um reino com esta participacao esta imune aos poderes especiais de reinos do Subterraneo.
Powers of the Land	Dracnomicon	012	Holding		RV	C	The base level of undead champions defending any realm of this player is doubled. Undead champions defeated while defending the attached realm return to their pool instead of being discarded. 	O nivel basico de campeoes mortos-vivos defendendo qualquer reino deste jogador e dobrado. campeoes mortos-vivos derrotado enquanto defendia o retorno reino ligados à sua piscina em vez de ser descartado.
Mistmarsh, The	Dracnomicon	013	Holding	5	GH	C	Flyers cannot attack the attached realm, and defending swimmers return to their pool if defeated. This holding can defend the attached realm as a level 5 monster. 	Folhetos nao pode atacar o reino em anexo, e nadadores defendendo voltar à sua piscina se derrotado. Esta participacao pode defender o reino unido como um monstro de nivel 5.
Mist Caves, The	Dracnomicon	014	Holding		FR	C	The attached realm cannot be attacked by flyers or swimmers. Giants defending this realm are immune to offensive magical items. 	O reino anexado nao pode ser atacado por panfletos ou nadadores. Giants defendendo este reino sao imunes a itens magicos ofensivos.
Dragon's Crown	Dracnomicon	015	Holding		DS	C	If attached to the Dragon's Crown Mountains, this player's champions all become dragons. If attached to other realms, the defending champion is immune to offensive spells. 	Se ligado a Mountains Coroa do Dragao, campeoes deste jogador todos se tornam dragoes. Se ligado a outros reinos, o campeao e imune a magias ofensivas.
Council of Wyrms	Dracnomicon	016	Event		AD&D	C	Dragons meet to discuss war and peace! Players may draw a card for each dragon in their pool; these champions may not attack or defend until the beginning of the event player's next turn. (Helpful) 	Dragoes se reúnem para discutir a guerra ea paz! Os jogadores podem comprar um card para cada dragao em sua piscina; esses campeoes nao pode atacar ou defender ate o inicio do proximo turno do jogador evento. (Útil)
Dragon Magic	Dracnomicon	017	Event		AD&D	R	Until the end of this player's next turn, only dragons can cast spells. (Harmful) 	Ate o final do proximo turno deste jogador, apenas dragoes podem lancar feiticos. (Prejudicial)
Dragon's Graveyard	Dracnomicon	018	Event		AD&D	UC	Return one dragon champion and one dragon ally from the discard pile to your hand. (Helpful) 	Retornar um campeao dragao e um dragao aliado da pilha de descarte para a sua mao. (Útil)
Wyrm's Decree	Dracnomicon	019	Event		AD&D	C	Until this player's next turn, cards cannot be drawn by another player from your draw deck, discard pile, or hand, and opposing players cannot force you to draw or discard cards. (Helpful) 	Ate a proxima vez deste jogador, cartoes nao pode ser tirado por outro jogador de sua plataforma empate, pilha de descarte, ou a mao, e os jogadores adversarios nao pode forca-lo a desenhar ou cartoes de descarte. (Útil)
Dragon Raid!	Dracnomicon	020	Event		AD&D	R	Until the end of this player's next turn, all dragons can attack as many times as they wish (if successful) until a realm is razed. (Helpful) 	Ate o final do proximo turno deste jogador, todos os dragoes podem atacar tantas vezes quanto eles desejam (se bem sucedida) ate um reino esta arrasada. (Útil)
Dragon Fear	Dracnomicon	021	Event		AD&D	UC	All champions of base level 5 or less suffer from dragon fear and cannot act (attack or defend, cast spells, use psionics, etc) until the end of this player's next turn. (harmful) 	Todos os campeoes de nivel base 5 ou menos sofre de medo do dragao e nao pode agir (atacar ou defender, lancar feiticos, uso psionicos, etc.) ate o final do proximo turno deste jogador. (prejudicial)
Trapped!	Dracnomicon	022	Event		AD&D	C	Play on an opposing player's champion, who can do nothing until this event is negated. A trapped champion remains in his pool while imprisoned. (Harmful) 	Jogar no campeao de um jogador adversario, que nao pode fazer nada ate que este evento e negada. Um campeao preso permanece em sua piscina, enquanto preso. (Prejudicial)
Forced Revolt	Dracnomicon	023	Event		AD&D	C	An opposing player must either discard all allies in his hand or may discard one champion from his pool. If he has no allies, he must discard a champion from his pool. (Harmful) 	Um jogador adversario ou deve descartar todos os aliados em sua mao ou pode descartar um campeao de sua piscina. Se ele nao tem aliados, ele deve descartar um campeao de sua piscina. (Prejudicial)
Favorable Winds	Dracnomicon	024	Event		AD&D	R	Must be played immediately upon being drawn. Eack player draws one card for each flyer in his pool. (Helpful) 	Deve ser jogado imediatamente apos serem tiradas. Cada jogador compra um cartao para cada passageiro em sua piscina. (Útil)
Blessing of Zorquan	Dracnomicon	025	Event		AD&D	C	Until the end of this player's next turn, cards specifically designed to harm dragons or monsters do not function against this player's champions. (Helpful) 	Ate o final do proximo turno deste jogador, cartoes projetado especificamente para dragoes danos ou monstros nao funcionam contra os campeoes deste jogador. (Útil)
Infyrana the Dragon	Dracnomicon	026	Monster	8	AD&D	UC	Flyer. Infryana can cast wizard spells and is immune to the special powers of heroes and allies. If discarded as a result of combat, she can destroy one magical item or artifact in play. 	Folheto. Infryana pode lancar magias mago e esta imune aos poderes especiais de herois e aliados. Se descartados como resultado do combate, ela pode destruir um item magico ou artefato em jogo.
Flame	Dracnomicon	027	Monster	9	AD&D	C	Dragon; flyer. Flame must be defeated twice while defending before being discarded. Allies of +3 or less cannot be played against him. 	Dragao; folheto. Chama deve ser derrotado duas vezes, enquanto a defesa antes de ser descartado. Aliados de três ou menos nao pode ser jogado contra ele.
Pelath the Bronze Dragon	Dracnomicon	028	Wizard	7	FR	C	Flyer; swimmer. Swimming champions and allies cannot face this dragon in combat. At the end of this player's turn, Pelath can retrieve one magical item from the discard pile, which is then attached to him. 	Folheto; nadador. campeoes de natacao e aliados nao pode enfrentar este dragao em combate. No final do turno deste jogador, Pelath pode recuperar um item magico da pilha de descarte, que e entao ligado a ele.
Maldraedior, Great Blue Wyrm	Dracnomicon	029	Wizard	9	AD&D	UC	Dragon; flyer. Maldraedior can cast any spell. Phase 4 spells cast by him during combat are shuffled back into the draw pile instead of discarded. 	Dragao; folheto. Maldraedior pode conjurar qualquer magia. Fase 4 feiticos lancados por ele durante o combate sao embaralhadas de volta para a pilha de compras, em vez de descartados.
Tamarand, Great Gold Wyrm	Dracnomicon	030	Cleric	8	FR	C	Dragon; flyer. While Tamarand is in play all flying monsters must ask his permission to fly. Allies of +3 or less cannot be played against him. 	Dragao; folheto. Enquanto Tamarand esta em jogo todos os monstros voadores deve pedir sua permissao para voar. Aliados de três ou menos nao pode ser jogado contra ele.
Lareth, King of Justice	Dracnomicon	031	Wizard	10	FR	R	Dragon; flyer. All dragons must ask Lareth's permission to cast wizard spells. Lareth never needs permission to cast spells. He is immune to cards designated as offensive. 	Dragao; folheto. Todos os dragoes devem pedir permissao a Lareth a magias mago elenco. Lareth nunca precisa de permissao para lancar feiticos. Ele e imune aos cartoes designados como ofensivo.
Flashburn	Dracnomicon	032	Hero	9	AD&D	C	Dragon; flyer. Flashburn has access to a nonflying +9 orc ally that cannot be forced to switch sides during battle. 	Dragao; folheto. Flashburn tem acesso a uma +9 orc que nao voam aliado que nao pode ser forcado a lados do interruptor durante a batalha.
Fi Lendicol	Dracnomicon	033	Wizard	7	FR	C	Dragon. Fi Lendicol can teleport with his allies to attack any realm. He can use any unarmed combat card and is immune to offensive cleric spells and offensive psionics. Flyer. 	Dragao. Fi Lendicol pode se teletransportar com seus aliados para atacar qualquer reino. Ele pode usar qualquer cartao de combate desarmado e e imune a magias de clerigo ofensivas e psionics ofensivos. Folheto.
Rauglothgor	Dracnomicon	034	Monster	7	FR	C	Dragon; undead. Rauglothgor can cast wizard spells and is immune to offensive spells. His total level is doubled if defending Rauglothgor's Lair. Flyer. 	Dragao; Morto-vivo. Rauglothgor pode lancar magias mago e e imune a magias ofensivas. Seu nivel total e dobrado se defender Lair Rauglothgor. Folheto.
Sparkle, Crystal Dragon	Dracnomicon	035	Psionicist	6	AD&D	UC	If an opponent wishes to play an ally against Sparkle, she psionically inspects the player's hand and chooses which ally to play; no more allies can be played by that player. (Off) 	Se um oponente deseja jogar um aliado contra faisca, ela psionicamente inspeciona mao e escolhe qual aliado para jogar do jogador; nao mais aliados pode ser jogado por esse jogador. (Off)
Shadow Dragon	Dracnomicon	036	Monster	7	AD&D	R	This dragon and his allies can attack any realm in a formation. Opposing champions are at half their base level (rounded down), with lost levels being added to the Shadow Dragon's total. He is immune to the special powers of Underdark champions. 	Este dragao e seus aliados podem atacar qualquer reino em uma formacao. formando opostas sao a metade do seu nivel de base (arredondado para baixo), com niveis perdidos sendo adicionado ao total da dragao a sombra. Ele e imune aos poderes especiais de campeoes do Subterraneo.
Greyhawk Dragon	Dracnomicon	037	Wizard	6	GH	UC	Flyer. This dragon breathes a toxic gas at the beginning of the battle, preventing an opposing champion from using spells, unarmed combat cards, and blood abilities. 	Folheto. Este dragao respira um gas toxico no inicio da batalha, impedindo um campeao oposta a partir usando periodos, de combate desarmado cartoes, e capacidades de sangue.
Flare	Dracnomicon	038	Monster	7	DL	C	Dragon; flyer. One Dragonlance champion in play can be used as an ally (base level only). Win or lose, the borrowed champion returns to his pool. 	Dragao; folheto. Um campeao Dragonlance em jogo pode ser usado como um aliado (somente nivel de base). Ganhar ou perder, o campeao retorna emprestado para sua piscina.
Sleet	Dracnomicon	039	Monster	6	DL	C	Dragon; flyer. Sleet's numbing cold prevents nonflying allies from being played against him. If instantly defeated by a card's special powers, he returns to his pool instead of being discarded. 	Dragao; folheto. entorpecente impede frios de granizo que nao voam aliados de ser jogado contra ele. Se instantaneamente derrotados pelos poderes especiais de um cartao, ele retorna à sua piscina em vez de ser descartado.
Khisanth	Dracnomicon	040	Monster	7	DL	UC	Dragon; flyer. If Khisanth razes an opponent's realm in combat, one other unrazed realm anywhere in play is sent to Limbo until the end of the defender's next turn. Realms return from Limbo to any place in that player's formation. 	Dragao; folheto. Se Khisanth arrasa reino de um oponente em combate, um outro lugar reino unrazed em jogo e enviado para Limbo ate o final do proximo turno do defensor. Realms retornar de Limbo para qualquer lugar na formacao desse jogador.
Cyan Bloodbane	Dracnomicon	041	Monster	7	DL	UC	Dragon; flyer. Cyan can use wizard spells. Magical items attached to him cannot be removed by any means. Dragonlance allies attached to this champion are doubled in level and cannot be removed or forced to switch sides. 	Dragao; folheto. Cyan pode usar magias mago. itens magicos ligados a ele nao pode ser removido por qualquer meio. aliados Dragonlance ligados a este campeao sao dobrados em nivel e nao pode ser removido ou forcados a mudar de lado.
Verminaard the Dragonmaster	Dracnomicon	042	Cleric	7	DL	R	Once per battle Verminaard can use any dragon champion in play as an ally (level only). The borrowed champion returns to its pool. He gains 4 levels if Tiamat or Takhisis is in play. 	Uma vez por batalha Verminaard pode usar qualquer campeao dragao no jogo como um (único nivel) aliado. O campeao emprestado retorna à sua piscina. Ele ganha 4 niveis se Tiamat ou Takhisis esta em jogo.
Celestial Emperor, The	Dracnomicon	043	Cleric	23	AD&D	R	Avatar; dragon. Discard 15+ levels of dragons to bring the Emperor into play. Immune to offensive spells and the special powers of champions and allies. When this player's dragons attack, the Emperor chooses which of the opponent's champions will defend. Limit one avatar per pool. 	Avatar; Dragao. Descartar 15 + niveis de dragoes para trazer o Imperador em jogo. Imune a magias ofensivas e os poderes especiais de campeoes e aliados. Quando dragoes deste jogador atacar, os escolhe imperador que de campeoes do oponente ira defender. Limite de um avatar por pool.
Tiamat, God of Evil Dragons	Dracnomicon	044	Wizard	20	AD&D	UC	Avatar; flyer. Discard two spellcasting dragons to bring Tiamat into play. She is immune to offensive psionics, unarmed combat cards, and blood abilities. If this player's dragons lose in battle, they return to their pool instead. Limit one avatar per pool. Dragon. 	Avatar; folheto. Descartar dois conjuracao dragoes para trazer Tiamat em jogo. Ela e imune a psionics ofensivas, combate desarmado cartoes, e habilidades de sangue. Se dragoes deste jogador perder na batalha, eles retornam à sua piscina em vez. Limite de um avatar por pool. Dragao.
Bahamut, God of Good Dragons	Dracnomicon	045	Hero	21	AD&D	UC	Avatar; flyer. Discard two spellcasting dragons to bring Bahamut into play. He is immune to the special powers of champions and allies. Champions in Bahamut's pool are doubled in base level when defending, as are all dragon allies. Limit one avatar per pool. Dragon. 	Avatar; folheto. Descartar dois conjuracao dragoes para trazer Bahamut em jogo. Ele e imune aos poderes especiais de campeoes e aliados. Campeoes em piscina de Bahamut sao dobrados em nivel basico ao defender, como sao todos os aliados de dragao. Limite de um avatar por pool. Dragao.
Astral Spell	Dracnomicon	046	Wizard Spell		AD&D	R	Cast at any time to create an astral duplicate of the caster (level and special power) to defend this player's realms once an attacker comes forward. Cards can be attached as normal, but are discarded with the duplicate at the end of that round of battle. (Def) 	Lancar a qualquer momento para criar uma duplicata astral do caster (nivel e poder especial) para defender reinos deste jogador, uma vez que um atacante vem para a frente. Os cartoes podem ser anexado como normal, mas sao descartados com o duplicado no final dessa rodada de batalha. (Def)
Dragon's Calm	Dracnomicon	047	Wizard Spell		AD&D	UC	Castable only by dragon champions. Can be cast at any time to cancel the effects of a harmful event. (Def) 	Refratario apenas por campeoes de dragao. Pode ser lancado a qualquer momento para cancelar os efeitos de um evento danoso. (Def)
Humanoid Familiar	Dracnomicon	048	Wizard Spell		AD&D	C	Castable only by dragon or monster champions. Cast this spell on a hero not involved in combat to bring him in as an ally. The caster gains the hero's special power and level, and the hero is discarded after the battle. (Off/4) 	Refratario apenas pelo dragao ou monstro campeoes. Conjurar esta magica em um heroi que nao estao envolvidos no combate ao trazê-lo como um aliado. O lancador ganha poder especial do heroi e nivel, e o heroi e descartado apos a batalha. (Off / 4)
Venomdust	Dracnomicon	049	Wizard Spell		AD&D	C	Castable only by dragons, this spell slays one champion of base level 5 or less, or slays one opposing ally. (Off/3/4) 	Vazavel apenas por chacais, este Slays spell um campeao de nivel de base 5 ou menos, ou um Slays opostas aliado. (Off / 3/4)
Firetrail	Dracnomicon	050	Wizard Spell		AD&D	C	Castable only by dragons, this spell destroys any one holding in play. (Off/3) 	Refratario apenas por dragoes, este feitico destroi qualquer participacao no jogo. (Off / 3)
Dragon's Death Door	Dracnomicon	051	Wizard Spell		AD&D	C	Castable only by dragons. Cast at any time to save a dragon champion from going to the discard pile for any reason, or to send it to the discard pile instead of the Abyss. (Def) 	Refratario apenas por dragoes. Elenco a qualquer momento para salvar um campeao dragao de ir para a pilha de descarte, por qualquer motivo, ou para envia-lo para a pilha de descarte em vez do Abismo. (Def)
Cold Curtain	Dracnomicon	052	Wizard Spell		AD&D	C	Castable only by dragons. This spell creates a wall of dragon ice that instantly ends combat. Champions return to their pools and phase 4 of the attacker's turn is over with no spoils of victory. (Def/4) 	Refratario apenas por dragoes. Este feitico cria uma parede de gelo dragao que termina instantaneamente combate. Campeoes retornar às suas piscinas e fase 4 do turno do atacante acabou sem despojos da vitoria. (Def / 4)
Summon Dragon	Dracnomicon	053	Wizard Spell		AD&D	C	May also be cast by any dragon. This spell summons a dragon champion from any pool to act as an ally (level only). Win or lose, the summoned champion returns to his pool. (Def/4) (Off/4) 	tambem pode ser lancado por qualquer dragao. Esta magica convoca um campeao dragao de qualquer piscina para atuar como um (único nivel) aliado. Ganhar ou perder, o campeao retorna convocado para a piscina. (Def / 4) (Off / 4)
Dragon Mark	Dracnomicon	054	Wizard Spell		AD&D	UC	Castable only by dragon champions. Cast on an opposing champion to prevent him from defending against dragon champions attacking this turn. (Off/3) 	Refratario apenas por campeoes de dragao. Montar um campeao adversaria para impedi-lo de se defender contra campeoes dragao atacando este turno. (Off / 3)
Meteor Swarm	Dracnomicon	055	Wizard Spell	6	AD&D	UC	This spell destroys one magical item or artifact of an opposing champion as well as any opposing allies of +3 or less in combat. (Off/4) 	Este feitico destroi um item magico ou artefato de um campeao adversaria, bem como quaisquer aliados opostos de três ou menos em combate. (Off / 4)
Enchanted Flight	Dracnomicon	056	Cleric Spell		AD&D	R	Cast to make a champion and its allies flyers or to make a flyer immune to any card's special powers that directly affect flyers. (Def/3/4) 	Elenco para fazer um campeao e seus aliados folhetos ou para fazer uma imunologico flyer para poderes especiais de qualquer cartao que afetam diretamente folhetos. (Def / 3/4)
Blessing of Tiamat	Dracnomicon	057	Cleric Spell		AD&D	C	May also be cast by any dragon. Cast on a dragon champion to ignore the levels or special powers of any opposing allies until the end of this player's next turn. (Def/3/4) 	tambem pode ser lancado por qualquer dragao. Elenco em um campeao dragao para ignorar os niveis ou poderes especiais de todos os aliados opostos ate o final do proximo turno deste jogador. (Def / 3/4)
Blessing of Bahamut	Dracnomicon	058	Cleric Spell		AD&D	C	May also be cast by any dragon. Cast on a dragon champion to ignore the levels or special powers of any opposing champions until the end of this player's next turn. (Def/3/4) 	tambem pode ser lancado por qualquer dragao. Elenco em um campeao dragao para ignorar os niveis ou poderes especiais de quaisquer campeoes opostos ate o final do proximo turno deste jogador. (Def / 3/4)
Symbol of Pain	Dracnomicon	059	Cleric Spell		AD&D	C	This spell inflicts terrible pain on a champion, preventing casting spells or using psionic power cards. Lasts until dispelled. (Off/3/4) 	Este feitico inflige uma dor terrivel em um campeao, impedindo que feiticos ou usando cartoes de poder psionicos. Dura ate dissipadas. (Off / 3/4)
Symbol of Persuasion	Dracnomicon	060	Cleric Spell		AD&D	C	Cast during battle to force two opposing allies (caster's choice) to switch sides. Allies must be present when the spell is cast. (Off/4) 	Fundido durante batalha para forcar dois aliados opostas (à escolha do rodizio) para os lados do comutador. Aliados devem estar presentes quando o feitico e lancado. (Off / 4)
Symbol of Death	Dracnomicon	061	Cleric Spell		AD&D	R	This spell destroys up to 10 levels of opposing allies or prevents an opponent from playing magical items in this round of battle. Any already attached are unaffected. (Off/4) 	Este feitico destroi ate 10 niveis de aliados opostas ou impede um adversario de jogar itens magicos nesta rodada de batalha. Qualquer ja anexado nao sao afetados. (Off / 4)
Confusion	Dracnomicon	062	Cleric Spell		AD&D	C	Cast on an attacking champion who must choose another player's realm to attack. If he cannot attack another realm, or it's a two-player game, the champion returns to his pool defeated. (Off/4) 	Montar um campeao atacando quem deve escolher o dominio de outro jogador para o ataque. Se ele nao pode atacar um outro reino, ou e um jogo de dois jogadores, o campeao retorna à sua piscina derrotado. (Off / 4)
Find the Path	Dracnomicon	063	Cleric Spell		AD&D	C	This player's champions and allies can attack any opposing realm, regardless of position or restrictions, until the end of this turn. (Def/3) 	campeoes e aliados Este jogador pode atacar qualquer area adversaria, independentemente da posicao ou restricoes, ate o fim deste turno. (Def / 3)
True Seeing	Dracnomicon	064	Cleric Spell		AD&D	C	This spell can be cast at any time to inspect an opponent's hand or the next three cards of one draw pile. (Off) 	Este feitico pode ser lancado a qualquer momento para inspecionar a mao de um adversario ou os proximos três cartas de um baralho. (Off)
Plague	Dracnomicon	065	Cleric Spell		AD&D	R	When this spell is cast on an opposing champion, that player must draw and discard a card, noting the last digit. If the number is higher than the champion's base level, he is discarded. (Off/4) 	Quando este feitico e lancado em um campeao adversaria, que o jogador deve desenhar e descartar um cartao, anotando o último digito. Se o número e maior do que o nivel de base do campeao, ele e descartado. (Off / 4)
Inertial Barrier	Dracnomicon	066	Psionic Power		AD&D	C	Until the beginning of this player's next turn, champions of base level 6 or less cannot attack this player's realms. (Def/5) 	Ate o inicio do proximo turno deste jogador, campeoes de nivel base 6 ou menos nao pode atacar reinos deste jogador. (Def / 5)
Combat Mind	Dracnomicon	067	Psionic Power		AD&D	UC	Until the end of this turn, the champion using this power can attack an opposing realm multiple times until he is either defeated or the realm is razed. (Def/3) 	Ate o fim deste turno, o campeao usando este poder pode atacar um reino adversario varias vezes ate que ele ou e derrotado ou o reino esta arrasada. (Def / 3)
Phase	Dracnomicon	068	Psionic Power		AD&D	C	Before attacking, a champion can use this power to ignore any realm's special power. (Def/3) 	Antes de atacar, um campeao pode usar esse poder para ignorar poder especial de qualquer reino. (Def / 3)
Death Field	Dracnomicon	069	Psionic Power	3	AD&D	C	Usable only during combat, the opposing champion can no longer use spells, psionic power cards, blood abilities, or unarmed combat cards. (Off/4) 	Utilizavel apenas durante o combate, o campeao adversaria nao pode mais usar feiticos, cartoes de energia psiquica, habilidades de sangue, ou de combate desarmado cartoes. (Off / 4)
Ultrablast	Dracnomicon	070	Psionic Power	5	AD&D	R	When this card is used, the opponent must draw and discard a card, noting the last digit. If the number is 2 or less, the opposing champion is discarded. (Off/4) 	Quando este cartao e usado, o adversario deve desenhar e descartar um cartao, anotando o último digito. Se o número e 2 ou menos, o campeao oposta e descartado. (Off / 4)
Synaptic Static	Dracnomicon	071	Psionic Power		AD&D	C	Use this power at any time to cancel an offensive psionic power card when it is first played. (Off) 	Use este poder a qualquer momento para cancelar um cartao de poder psionico ofensiva quando e tocada pela primeira vez. (Off)
Daydream	Dracnomicon	072	Psionic Power		AD&D	R	A champion using this power cannot act again until the end of his player's next turn. At the beginning of this player's next turn, he may draw five cards instead of three if the daydreaming champion is still in play. (Def/5) 	Um campeao usando este poder nao pode agir novamente ate o final do proximo turno do seu jogador. No inicio do proximo turno deste jogador, ele pode desenhar cinco cartas em vez de três, se o campeao sonhar acordado ainda esta em jogo. (Def / 5)
Psychic Blade	Dracnomicon	073	Psionic Power		AD&D	C	Until the end of this player's turn, all magical items used by this player's champions are doubled in level. (Def/3) 	Ate o final do turno deste jogador, todos os itens magicos usados ​​por campeoes deste jogador sao dobrados em nivel. (Def / 3)
Gauntlets of Combat	Dracnomicon	074	Magical Item	4	AD&D	C	The attached champion can use any type of unarmed combat card. (Def) 	O campeao anexado pode usar qualquer tipo de cartao de combate desarmado. (Def)
Talisman of the Beast	Dracnomicon	075	Magical Item	3	AD&D	R	A champion wearing the talisman can fly and is considered a dragon. (Def) 	Um campeao usando o talisma pode voar e e considerado um dragao. (Def)
