Name	Set	Card	Type	Level	Logo	Rarity	Text	PT-BR
Arcane Formula for a Lich	Nightstalkers	110	Magical Item	5	AD&D	VR	Can only be attached to a wizard. The attached champion becomes undead and gains 5 levels to his base level. This item remains attached to him until he's discarded; it cannot be discarded in any other way. (Def) 	
Bag of Beans	Nightstalkers	111	Magical Item		AD&D	VR	During phase 3 you may cut your draw pile and take the card you cut to. If it is a realm, discard it immediately. Any other type of card may be held, put in the pool, or played as desired. (Def) 	
Shadowcloak	Nightstalkers	112	Magical Item	5	AD&D	VR	Attached champion can use thief skills. If attached to a thief the shadowcloak becomes +8 and allows the thief to bypass a defending cleric or wizard and automatically raze a realm. The defending champion returns to his pool. (Def) 	
Pavlov's Bell	Nightstalkers	113	Magical Item		AD&D	VR	Each turn, select any realm in any formation. If players attack that realm on their turn, every one of their champions and allies receives a +1 bonus. If not, each champion and ally is at -1. This player is not affected. (Off) 	
Ring of Lycanthropy	Nightstalkers	114	Magical Item	4	AD&D	VR	The attached champion becomes a werebeast and is immune to offensive magical items of +4 or less enchantment. (Def) 	
Zombie	Nightstalkers	115	Hero	2	AD&D2	VR	Undead. The Zombie is immune to offensive psionic powers and the special powers of psionicists. It negates the level bonus of magical items and spells used by opposing champions. 	
Varney the Vampire	Nightstalkers	116	Wizard	7	RV	VR	Undead; flyer. Can use his charm gaze to force one ally to his side during combat. If defeated in battle, he can change to mist and escape to Limbo, returning at the end of his player's next turn. 	
Moonbeast	Nightstalkers	117	Monster	8	AD&D	VR	Werebeast. All allies played with this champion become werebeasts and are immune to offensive magical items. 	
Gib Lhadsemlo	Nightstalkers	118	Monster	10	RV	VR	This fearsome flesh golem is immune to offensive spells (including Wish), magical items, psionic powers, blood abilities, unarmed combat cards, thief skills, and harmful events. 	
Gib Hcivonad	Nightstalkers	119	Hero	6	AD&D	VR	While this champion is in a players pool, any ally can be played into his pool as an undead monster champion (base level equal to its level bonus). It retains any special powers. If Gib Hcivonad is discarded, no more ally champions can be played, but those in a pool remain. 	
Gib Reltub	Nightstalkers	120	Thief	8	FR	VR	Elf; earthwalker. Can cast wizard spells. Gib Reltub is immune to the effects of all events and may choose to ignore rule cards. Any Wish spells cast by him cannot be spell turned. 	
Gib Irod	Nightstalkers	121	Wizard	13	GH	VR	Undead. Can cast cleric spells. This reanimated horror is immune to harmful events, the Wish spell, and the special powers of allies. In combat, her player may discard up to 3 cards from his hand and draw replacements. 	
Gib Drawsemaj	Nightstalkers	122	Cleric	20	DL	VR	Avatar. Can be brought into play just after this player causes an opponent's realm to be discarded. When he appears, his player chooses the special powers of any two non-avatar champions to be his for that game. Limit one avatar per pool. 	
Gib Aklem	Nightstalkers	123	Psionicist	9	DS	VR	Elf. This powerful mentalist can invoke his Telekinesis power during combat, causing any champion to become his ally during that round. If he loses the round, the ally is discarded instead of him. (Off/4) 	
Den of Thieves	Nightstalkers	124	Realm		AD&D	VR	When attacking any realm in this player's formation, the attacking player must discard a card from his hand or pool for each champion and ally sent forward. 	
Mad Scientist's Laboratory	Nightstalkers	125	Realm		RV	VR	This player can reanimate champions and allies from any discard pile. Each acts as a +1 undead ally. At the end of the battle, all cards used in this manner are placed in the Abyss. 	
Mausoleum of the Zombie Master	Dungeons	001	Dungeon		AD&D	C	This player's champions can never enter the Abyss. If sent there by an opposing player's action, the champion instead goes to the discard pile. If sent there by this player's action, it is removed permanently from the game. 	
Dungeon of the King	Dungeons	002	Dungeon		BR	C	This player's champions do not need to ask permission to use spells, psionic powers, unarmed combat cards, blood abilities, or thief skills. 	
Lair of Dregoth, the Undead Dragon-King	Dungeons	003	Dungeon		DS	UC	This player may discard a Dark Sun champion from his pool or hand to psionically turn a just-cast spell back at its original caster. 	
Domain of Takhisis, Queen of Darkness	Dungeons	004	Dungeon		DL	C	This player's monster (dragon) champions are immune to all events, spells, artifacts, and magical items that instantly discard or defeat them. 	
Undermountain	Dungeons	005	Dungeon		FR	C	Each time this player is entitled to draw spoils of victory, he may also take the bottom three cards of his draw pile. Any monster champions there may be placed into his pool. Any other cards are placed on the top of his draw pile. 	
Labyrinth of Castle Greyhawk	Dungeons	006	Dungeon		GH	R	This player's Greyhawk realms may only be razed or discarded through combat. 	
Under Castle Strahd	Dungeons	007	Dungeon		RV	C	This player's Ravenloft champions all become undead, and Young Strahd's special power has no effect on this player's champions. 	
Palace of the Celestial Light	Dungeons	008	Dungeon		AD&D	C	This player's clerics need never ask permission to cast spells. Avatars may not attack this player's realms, nor may defend against this player's cleric champions. 	
Field of the Battle Lord	Dungeons	009	Dungeon		AD&D	R	This player's heroes do not discard unarmed combat cards at the end of combat. Instead, they are retained for future combat, adding the cards' bonuses but ignoring their special powers. 	
Belly of the Beast, The	Dungeons	010	Dungeon		AD&D	C	This player's monsters are immune to hero unarmed combat cards. They may also use any unarmed combat card themselves (hero, dragon, undead, etc), regardless of restrictions. 	
Pit of the Mind Lord	Dungeons	011	Dungeon		AD&D	C	This player's realms and his psionicist champions are immune to all spells cast in phase 3. 	
Torture Room, The	Dungeons	012	Dungeon		BR	C	This player may reshuffle his discard pile into his draw pile any time there are three of more blood abilities in his discard pile. No champions have immunity to this player's blood abilities while this dungeon card is in play. 	
Maze of the Guild	Dungeons	013	Dungeon		AD&D	C	This player's thief champions can use stealth to attack any realm, regardless of powers or restrictions. Allies must still follow movement restrictions. 	
Carrock of High Magicks	Dungeons	014	Dungeon		AD&D	R	This player can keep a spellbook. Each time this player is entitled to draw spoils of victory, he may instead search through his draw pile and retrieve any spell; the spell cannot be played immediately. 	
Enchanted Land, The	Dungeons	015	Dungeon		DL	C	This player's champions and allies become elves, elves (drow), dwarves, or halflings as the player chooses. Selection must be made in phase 3 and lasts until the player's next phase 3. 	
Purveyor of Events	Dungeons	016	Dungeon		AD&D	UC	This player's helpful events cannot be negated or cancelled by any card. 	
Spells of the Archmage	Dungeons	017	Dungeon		AD&D	C	Any wizard spells with a stated duration that are cast by this player's AD&D champions are doubled in duration. 	
Spells of the Friar	Dungeons	018	Dungeon		FR	C	Any cleric spells with a stated duration that are cast by this player's Forgotten Realms champions are doubled in duration. 	
Spells from the Grave	Dungeons	019	Dungeon		GH	R	Any defensive spells cast by this player's undead Greyhawk champions cannot be dispelled or turned. 	
Powers from the Savage Land	Dungeons	020	Dungeon		DS	C	Psionic power cards used by this player's Dark Sun champions are doubled in bonus level. 	
Might of the Blood Right	Dungeons	021	Dungeon		BR	C	This player's champions are all considered regents and can use blood abilities. 	
Song of the Dragonlance	Dungeons	022	Dungeon		DL	R	This player's realms can only be attacked by flyers, swimmers, or earthwalkers. His champions and allies all have the ability to swim as needed. 	
Bats in the Belfry	Dungeons	023	Dungeon		RV	R	No offensive magical items can be used by opponents when attacking this player's realms. The items remain behind in the attacker's pool. If the champion returns, they are reattached; if not, the items are discarded. 	
Azure Tower of Onad the Fallen, The	Dungeons	024	Dungeon		AD&D	R	This player's helpful events cannot be negated, and his harmful events cannot be copied. Events that are discarded without being used are placed in the discard pile instead of the Abyss. 	
Beneath Castle Drawmij	Dungeons	025	Dungeon		AD&D	UC	This player's holdings cannot be discarded except by razing the attached realm. This player can ignore the Rules of the Cosmos when playing holdings. 	
Return of the Dwarven King	Dungeons	026	Dungeon		AD&D	C	This player's dwarf champions are immune to all events (helpful and harmful). This player's dwarves add 3 to their adjusted levels. 	
Guildhall, The	Dungeons	027	Dungeon		AD&D	C	Each time this player's thief champions are in combat, their player may take the top card from any other player's draw pile. If it can be legally played, do so. Otherwise it goes to its owner's hand. Cards used are returned to the bottom of the owner's draw pile after combat is resolved. 	
Dragon's Refuge, The	Dungeons	028	Realm		AD&D	UC	If an opposing player's dragon champion is defeated in combat, this player may attach the dragon to this realm and use it as an ally (level only) the next time the realm is attacked. 	
Cities of the Sun	Dungeons	029	Realm		BR	C	This player's champions may all use blood abilities. 	
Border Post	Dungeons	030	Realm	5	GH	UC	This realm can defend itself as a level 5 hero. If it is in the same formation as the Border Garrison, its level adds to that realm. 	
Border Garrison	Dungeons	031	Realm	10	GH	R	This realm can defend itself as a level 10 wizard. Regardless of where it is in the formation, it must be attacked first. 	
Ruins of Lololia, The	Dungeons	032	Realm		RV	R	These ruins are so forlorn that only undead champions and allies will attack this realm. Ravenloft. 	
Tower by the Sea	Dungeons	033	Realm		DL	R	The lighthouse is a haven, letting this player increase or reduce his swimming champions' and allies' base level by 3. 	
Forgotten Ruins, The	Dungeons	034	Realm		DL	C	A powerful psionic shield emanates from this realm, protecting this player's champions from unarmed combat cards. 	
Hidden Village, The	Dungeons	035	Realm	8	DS	C	"The treant ally guarding this realm is immune to all cards played by or attached to an opposing champion except those that contain the word ""fire"" or ""flame."" "	
Bitter Knoll	Dungeons	036	Realm		FR	C	Any realm played into the formation after the Bitter Knoll is converted into an AD&D realm. If this realm is razed or discarded, all converted realms return to their original trademarks. 	
Ogre, The	Dungeons	037	Hero	7	AD&D	C	Awnshegh; can use blood abilities and all unarmed combat cards. In combat this player may take the top three cards from any opponent's draw pile. Any monsters join the Ogre's side as allies; all other cards are placed at the bottom of the owner's draw pile. At the end of combat, the monster-allies go to their owner's pool. 	
Fire Dragon	Dungeons	038	Monster	10	BR	UC	Flyer. This monster's searing breath weapon destroys all cards attached to a champion when it first enters combat. Other cards can be attached subsequently. 	
Zaranda Star	Dungeons	039	Regent	7	DL	R	Adventurer. Zaranda can store blood abilities face down beneath her in the pool, using whichever ones she wishes in combat. 	
Skulker	Dungeons	040	Thief	5	BR	C	Swimmer. Leader of a band of undersea pirates, Skulker can plunder any opponent's discard pile during combat, using any allies, magical items, or artifacts (if legal) found there. At the end of the round, the cards are returned to their owner's draw pile, which is reshuffled. 	
Jasper	Dungeons	041	Hero	4	AD&D	R	Adventurer. Cautious and wary, Jasper deflects unarmed combat cards played against him to a champion in any pool. 	
Hapless Halfling, The	Dungeons	042	Thief	5	FR	UC	Adventurer. A morale booster, the halfling adds 2 levels to all fellow adventurers and halfling champions and allies played by this player. 	
Feral Halfling	Dungeons	043	Hero	9	DL	C	Can use all unarmed combat cards and defensive psionic powers. An opposing champion defeated by the feral halfling is eaten (sent to the abyss.) 	
Dearlyn Ambersong	Dungeons	044	Wizard	6	DS	UC	Adventurer. Especially distrustful of thieves, Dearlyn can choose to negate one thief skill played against her or a fellow adventurer in combat once per turn. 	
Tyvorg the Frost Giant	Dungeons	045	Cleric	10	FR	C	Can cast wizard spells. Tyvorg instantly slays the Living Wall when he is brought into play. For each giant ally played with him, Tyvorg's base level increases by 10. 	
Troglodyte	Dungeons	046	Ally	5	GH	C	Underdark. This creature's odor is such that all cards in an opposing player's force of icon level 4 or less are discarded (including the champion, if applicable). 	
Hook Horror	Dungeons	047	Ally	6	AD&D	C	"Underdark. Because of this creature's acute hearing, it can ""hear"" the next card to be played by an opposing player (the card is shown but not played) and choose to scuttle back to its pool along with the attached champion. "	
Lurker in the Earth	Dungeons	048	Ally	9	AD&D	C	Underdark; earthwalker. The Lurker can be played at any time as a harmful event to burrow over to a player's pool and devour (discard) any earthwalking champion of level 6 or less or it can be played in combat to discard one opposing ally already played. 	
Skull Tumor	Dungeons	049	Ally	3	AD&D	UC	Underdark. This ally may be played directly into a pool; this player's discarded champions are attached to the Tumor, which increases in level only and may be used in any future combat. Immune to events. 	
Hero Slayer	Dungeons	050	Ally	6	AD&D	R	Giant. This ally negates a just played unarmed combat card or instantly slays an opposing hero of base level 4 or less. 	
White Weird, The	Dungeons	051	Ally	7	ADE&D	C	Underdark; flyer. The White Weird can be played at any time as a harmful event to fly over to a player's formation and poison (discard) one holding or it can be played in combat to halve (round down) an opposing champion's adjusted level. 	
Psion Sucker	Dungeons	052	Ally		AD&D	R	When this dreaded ally appears in combat, all psionicists in play are reduced by 2 levels, which are added to the Psion Sucker. The level reductions last until this player's next turn. 	
Master Illithid	Dungeons	053	Ally	7	AD&D	C	Underdark. When played, this ally can shift any two cards of one type in the opposing player's force to this side. Choice need not be immediate. 	
Bottomless Horror	Dungeons	054	Ally		AD&D	UC	Underdark; earthwalker. This horrid creature can reach into any player's Abyss when in combat. The icon levels of all cards there are totaled to become the Horror's bonus. The cards used are removed from the game. 	
Boiling Oil	Dungeons	055	Artifact	4	AD&D	UC	This artifact can only be attached to a Greyhawk realm. Any attacking champions are destroyed in a vat of boiling oil after the battle (win or lose) and discarded. 	
Siege Ladder	Dungeons	056	Artifact	5	GH	R	This artifact can only be attached to a Dark Sun realm. Any cards attached to attacking champions are discarded after the battle (win or lose). 	
Net of Ensnaring	Dungeons	057	Artifact	3	DS	UC	This artifact can only be attached to a Forgotten Realms realm. Any cards played by attacking champions during combat are sent to the Abyss after the battle is resolved. 	
Battering Ram	Dungeons	058	Artifact		FR	R	This artifact can only be attached to a Greyhawk realm. Its bonus is equal to the number of Greyhawk realms and holdings in play. 	
Ballista	Dungeons	059	Artifact	5	GH	UC	This artifact can only be attached to a Dragonlance realm. If this realm is attacked, it can target an opposing player's pool and destroy one artifact or magical item. 	
Cannon Ball	Dungeons	060	Artifact	3	DL	R	This artifact can only be attached to a Birthright realm. If this realm is attacked, it can fire into an opposing player's pool and kill one champion. 	
Borer	Dungeons	061	Artifact	7	BR	R	This artifact can only be attached to a Ravenloft realm. It instantly destroys all opposing allies and magical items of less than level 7. 	
Catapult	Dungeons	062	Artifact	6	RV	R	This artifact can only be attached to an AD&D realm. At any time during a round of combat, this player can choose to catapult the attacking champion to the Abyss. This realm is razed and the artifact discarded, but no one gains spoils. 	
Siege Machine	Dungeons	063	Artifact		AD&D	C	This artifact can only be attached to an Underdark realm. It protects all holdings in the player's formation, allowing a holding to be moved to another realm if its attached realm is razed or discarded; the holding is discarded if it cannot be attached to a new realm. 	
Sword of Sharpness	Dungeons	064	Magical Item	3	AD&D	C	This weapon easily pierces the strongest armor, instantly defeating champions of base level 3 or less. (Off) 	
Triton Throne, The	Dungeons	065	Magical Item	4	AD&D	C	This magical item may only be attached to any realm. Its +4 bonus adds to any champion defending the realm and only swimmers may attack the attached realm. (Off) 	
Flask of Curses	Dungeons	066	Magical Item	5	AD&D	C	The attached champion becomes a swimmer. If the champion with this item is defeated in combat, the flask is attached to the victor, becoming a -5 item that negates the attached champion's special powers. (Off) 	
Crystal Dragon Figurine	Dungeons	067	Magical Item	3/9/18	AD&D	C	This figurine can be used to add a +3 in battle; or can add a +9, but is then discarded; or can add a mighty +18, but then both the magical item and the attached champion are discarded. (Def) 	
Amulet of the Dragon King	Dungeons	068	Magical Item		AD&D	UC	This magical item can only be attached to any realm. For each attacking champion defeated while defending the attached realm, 1 dragon champion can be returned from the discard pile to this player's pool or hand. (Def) 	
Breath Charm	Dungeons	069	Magical Item	7	AD&D	UC	This powerful charm makes the attached champion immune to the special powers of an opposing dragon. (Def) 	
Pearl Pegasus	Dungeons	070	Magical Item	5	AD&D	C	This figurine of wondrous power causes its owner to become a flyer. The figure's flight is so dexterous that the owner is immune to all offensive spells, psionic powers, blood abilities, unarmed combat cards, and thief skills that affect a single target. (Def) 	
Clockwork Ogre	Dungeons	071	Magical Item	8	AD&D	R	If the attached champion is discarded in battle, this mechanical marvel returns to the pool and is instantly attached to another champion. If there are no champions in the pool it returns to this player's hand. (Def) 	
Amulet of Spell Turning	Dungeons	072	Magical Item	3	AD&D	UC	Whenever an offensive spell is cast at the attached champion or his pool, this player cuts his draw pile and checks the last digit of the card number of the card revealed. If it is 0-7, the spell is turned back at the caster. On an 8 or 9, the spell takes effect normally. (Def) 	
Psionic Disintegration	Dungeons	073	Psionic Power		AD&D	R	Cannot be used in a deck containing Disintegrate (393/2nd). Destroys one realm, regardless of position. The destroyed realm must be discarded. This player can make no attacks this turn. (Off/3) 	
Magic Draining Field	Dungeons	074	Psionic Power		AD&D	R	Can be played at any time to negate all spells in play, including a just cast spell. No more spells may be cast until the end of this player's next turn. (Def) 	
Drain Will	Dungeons	075	Psionic Power		AD&D	C	Discards one champion of adjusted level 9 or less in one pool. No champions in that pool may attack until after that player's next turn. (Off/3) 	
Eat Dirt!	Dungeons	076	Unarmed Combat		AD&D	UC	Opposing champion returns to his pool with his attachments. The battle may continue with a new champion. (Off/4) 	
Vital Blow	Dungeons	077	Unarmed Combat	5	AD&D	C	The opposing champion is sent to the Abyss if defeated, regardless of any special power he may have. (Off/4) 	
Supernatural Strength	Dungeons	078	Unarmed Combat		AD&D	UC	Usable only by any undead or dragon champion. The base level of this champion is doubled until the end of this round of combat. (Off/4) 	
Create Minion	Dungeons	079	Blood Ability		AD&D	C	Return one champion from your discard pile to your pool. The restored champion is now considered undead. (Def/3/5) 	
Melt Bone	Dungeons	080	Blood Ability	6	AD&D	C	Opposing champion must immediately play an ally or return to his pool defeated (discard all attachments). The battle may continue with a different champion. (Off/4) 	
Death Field	Dungeons	081	Blood Ability		AD&D	UC	One champion of base level 6 or higher is discarded. (Off/3) 	
Con Game	Dungeons	082	Thief Skill		AD&D	UC	All champions and their attachments in one opponent's pool are shuffled together. This player deals out the shuffled cards between he and their owner. This player then discards the cards dealt to him. The other player may immediately place the cards he was dealt back into his hand or into his pool. (Off/3) 	
Legal Loophole	Dungeons	083	Thief Skill		AD&D	R	This skill may be attached to any thief to allow all of this player's thieves to ignore the effects of any rule cards in play. Lasts until the attached thief is discarded. (Def//3) 	
Tumble Out of Danger	Dungeons	084	Thief Skill		AD&D	C	This skill may be played at any time to redirect a spell or event that targets the champion using this skill. It can be redirected at any champion in any pool or in battle. (Def) 	
Broad Jump	Dungeons	085	Thief Skill	4	AD&D	UC	When played in combat, this skill allows the attached thief to bypass a defending wizard, cleric, or psionicist and automatically raze the realm. The defending champion returns to his pool. (Off/4) 	
Hijacking	Dungeons	086	Thief Skill		AD&D	R	This skill may be played any time that another player is to receive cards from his draw pile as the result of an event, realm, artifact, champion, or holding's power. You may take an equal number of cards from your draw pile, and the other player must immediately discard his draws. (Off) 	
Fortune Telling	Dungeons	087	Thief Skill		AD&D	R	Play this skill on a champion in any opponent's pool and call odd or even. Then cut the owner's draw pile and check the card's last digit. If you are correct, the champion is sent to Limbo until his owner discards a champion with a base level equal to or higher than the champion's. If you are wrong, your opponent gets the card that you cut to and may play it immediately (if legal). (Off/3) 	
Gather Information	Dungeons	088	Thief Skill		AD&D	C	Look at the top 5 cards in any opponent's draw pile. If you choose, you may discard the champion using this skill to place the cards on the bottom of their draw pile. (Off/3) 	
Intimidation	Dungeons	089	Thief Skill		AD&D	C	Tell your opponent to break off the attack. If he does, the battle ends without spoils and nothing is razed. If he presses the attack, you may take the top 5 cards from your draw pile. Place any realms or holdings on the bottom of your draw pile. Any other cards may be played into the battle, regardless of restrictions (ie, multiple artifacts may be attached, spells may be used by nonspellcasters, etc). After combat is resolved, only legal cards may remain attached. (Def/4) 	
Trailing	Dungeons	090	Thief Skill	5	AD&D	UC	"The attached thief can ""follow"" a champion that has just attacked a realm that has special movement or other restrictions. This champion may ignore those restrictions. Lasts until the attached champion is discarded. (Def/3) "	
Extension I	Dungeons	091	Wizard Spell		AD&D	C	Castable only by AD&D champions. Can be cast to extend the duration of any spell or event that lasts until the start or end of your next turn. Draw and discard a card, noting the card number's last digit. This is the number of additional turns added to the duration. (Def/3/4/5) 	
City Shield	Dungeons	092	Wizard Spell		AD&D	C	Castable only by Birthright champions. This spell prevents offensive spells from affecting any of your realms. Lasts until dispelled. (Def/3) 	
Spectral Dragon	Dungeons	093	Wizard Spell		BR	UC	Castable only by Dragonlance champions. This spell creates a monstrous illusory dragon that sweeps through all opposing player's pools, sending all champions of base level 4 or less to the discard pile. (Off/3) 	
Ball Lightning	Dungeons	094	Wizard Spell		DL	C	Castable only by Forgotten Realms champions. This spell increases in power; a champion gets 1 lightning ball for every 2 base levels he has, to a maximum of 4. Each lightning ball can add 3 to the caster's level or can destroy one opposing ally. (Off/4) 	
Drawmij's Beneficent Polymorph	Dungeons	095	Wizard Spell		FR	UC	Castable only by Greyhawk champions. This spell allows the caster to fly, swim, or earthwalk, as desired. This champion may also copy the special powers of any champion in his pool. Lasts until the start of this player's next turn. (Def/3/4) 	
Animate Gargoyle	Dungeons	096	Wizard Spell		GH	UC	Castable only by Ravenloft champions. This spell creates a flying monster champion whose base level is equal to twice the caster's adjusted level. This champion flies immediately to his pool and is in all ways treated as a normal monster. This spell may only be dispelled or negated when it is first cast. (Def/3/4) 	
Minions of Darkness	Dungeons	097	Wizard Spell		RV	R	Castable only by drow or Underdark champions (UD). Cast when defending an Underdark realm, this spell allows this player's Triumvirate allies to be used in defense. They may not be discarded or forced to switch sides for any reason. (Def) 	
Conjure Greater Fire Elemental	Dungeons	098	Wizard Spell		AD&D	C	Castable only by Dark Sun champions. This spell creates an ally equal in bonus to the base level of the caster. The greater fire elemental causes all magical items held by an opposing champion to be sent to the Abyss. (Off/4) 	
Divine Assistance	Dungeons	099	Cleric Spell		DS	C	This spell negates the effects of all dungeon cards in play until dispelled. (Off/3/4) 	
What Comes Around Goes Around	Dungeons	100	Rule		AD&D	C	Played at the beginning of the player's turn, this card is not discarded. It affects all players and remains in effect until any other rule card is played. All cards that allow a single player to draw extra cards into his hand (such as events, realms, artifacts, holdings, etc) allow all players to draw an equal number of cards instantly. This rule card can only be removed by playing another rule card. It is immune to champion powers, events, and the Wish spell. 	
Winner's Trophy	Dungeons	101	Artifact	5	AD&D	C	May be attached to a champion of any world. In combat, the attached champion may use any type of card playable in phase 4. 	
Pretty Magical Ring	Dungeons	102	Magical Item	6	AD&D	VR	The attached champion and his allies can fly, swim, or earthwalk as desired. This champion and his allies are immune to all cards that specifically target fliers, swimmers, or earthwalkers. (Def) 	
Fighting Dirty!	Dungeons	103	Thief Skill		AD&D	VR	Usable by any champion. Opposing player draws and discards a card, noting its last digit. The opposing player must immediately discard that many cards from his hand. (Off/4) 	
Dissolution	Dungeons	104	Wizard Spell		AD&D	VR	One razed realm (this player's choice) is discarded. (Off/3/5) 	
Black Hand Thieves' Guild	Dungeons	105	Holding		AD&D	VR	May be attached to any realm. While this holding is in play, all players must discard down to five cards any time they have nine or more cards in their hand. 	
Elminster's Intuition	Dungeons	106	Event		AD&D	VR	Name a card out loud. Immediately search an opponent's draw pile for that card. If you find it, send the card to the Abyss. If you don't find it, immediately send your foremost realm to the Abyss instead. (Harmful) 	
Fool's Paradise	Dungeons	107	Event		AD&D	VR	This charming fool distracts all of one player's non-monster champions, preventing them from performing any actions until this player's next turn. (Harmful) 	
Aliki	Dungeons	108	Thief	6	AD&D	VR	Halfling. Aliki can cast wizard spells. During combat, this cunning rogue can steal one magical item from an opposing champion. The item returns to its owner at the end of battle. 	
Lilac Hesabon	Dungeons	109	Hero	5	GH	VR	Adventurer; elf; swimmer. Lilac's dog, Lightning, acts as a +3 ally to her or a fellow adventurer. Lightning can be discarded in combat to negate one offensive card. 	
Enter Darkness Together	Dungeons	110	Event		FR	VR	Play this card to cancel the effects of any just-played event or spell. This event cannot be calmed, and it may only be negated by tearing up the card which this event was played on. If this happens, the original event or spell works normally. (Harmful) 	
Recorder of Yaƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚aƒaƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚aƒaƒaƒa‚a‚aƒa‚a‚a‚aƒaƒa‚aƒaƒa‚a‚a‚aƒaƒa‚a‚aƒa‚a‚a© Cind	Dungeons	111	Artifact	3	AD&D	VR	Usable by any champion. At any time, this player may look at any cards which are in play face down. Once per turn, this player may randomly pull half the cards from any player's hand and look at them. 	
Telarie Willowind	Dungeons	112	Hero	7	AD&D	VR	Can cast cleric spells. Telarie's unicorn steed acts as a +4 ally. If defending, she can teleport out of battle back to her pool with her attachments, though the realm is then razed. 	
Llama King, The	Dungeons	113	Hero	9	GH	VR	During battle, the Llama King may summon an army of llamas to aid him. The llamas act as a +9 ally that can trample one opposing ally (discarding it). 	
Necba the Wrathmaker	Dungeons	114	Thief	5	AD&D	VR	Halfling (kender). Immune to offensive spells and harmful events. Opposing players must attack and raze a realm each turn or discard their highest level champion while Necba is in play. 	
Shan, Karate Master	Dungeons	115	Hero	7	DL	VR	Double the bonus of any unarmed combat card. This champion hates magic and cannot use magical items or artifacts. Gains 2 levels for each spell, magical item, or artifact used against him. 	
Handmine	Dungeons	116	Event		FR	VR	Keep this event in your hand. A player who looks into your hand and finds this card must immediately discard his entire hand and the card that allowed him to look. (Harmful) 	
Builder, The	Dungeons	117	Hero	5	AD&D	VR	Dwarf; earthwalker. When in a pool, this champion allows a razed realm to be rebuilt by discarding only one card, instead of the normal three. 	
Slorath's Gloves	Dungeons	118	Artifact	2	GH	VR	At the start of this player's turn, he draws a card from an opponents hand and sends it to Limbo. All such cards selected remain in Limbo while the Gloves are in play, returning to the player's hand when the Gloves are discarded. 	
Rary's Apprentice	Dungeons	119	Wizard	4	AD&D	VR	Immune to harmful events. While this champion is in play, Rary cannot be discarded for any reason. If Rary loses a battle, he returns to his pool with his attachments. Rary can use all items attached to his apprentice, gaining 2 levels for each so used. 	
Poor Oriental Lord	Dungeons	120	Thief	10	GH	VR	"While this champion is in play, no cards marked ""First Edition"" can be played. All those already in play remain, but no new ones may be played. "	
Highmaster Illithios	Dungeons	121	Psionicist	10	FR	VR	Underdark. Immune to offensive spells, magical items, and artifacts. Draw a card whenever a psionic power card is played. (Def) 	
Chaos Lord	Dungeons	122	Regent	9	AD&D	VR	Can cast wizard and cleric spells. This champion is immune to harmful events and rule cards. Chaos Lord may be sent to the Abyss to rearrange all realms in all formations (this player's choice). 	
Giant Troll	Dungeons	123	Ally	10	BR	VR	Giant. This ally regenerates and remains in play for an entire attack on a realm; it is discarded only after the realm is razed or the attack discontinued. 	
Elyk the Bard	Dungeons	124	Thief	5	AD&D	VR	At the beginning of this player's turn, Elyk can choose to change into a wizard or hero. Elyk's legend lore ability confers immunity to the effects of any one artifact (chosen at the start of this player's turn) to his player. 	
Dor Amberglow	Dungeons	125	Hero	5	AD&D	VR	Adventurer. Dor can cast wizard spells and is immune to offensive psionics. He can act as an ally for any other adventurer, returning to his pool after the battle. 	
Menzoberranzan	4th-Ed	001	Realm		FR		Menzoberranzan can be played at any time. The realm is immune to flyers.	
Ruins of Zhentil Keep	4th-Ed	002	Realm	5	FR		The Ruins of Zhentil Keep can be attacked only by clerics. It can defend itself as a level 5 monster.	
Sembia	4th-Ed	003	Realm		FR		Attacking players must discard a card from their hand or pool for each champion sent forward.	
Myth Drannor	4th-Ed	004	Realm		FR		Any champion can use wizard spells when defending Myth Drannor. Increases this player's maximum hand size by one.	
Icewind Dale	4th-Ed	005	Realm		FR		The attacking champion must discard one magical item chosen by the defender.	
